component_id,weight,name
C-1147,0.018,PLATE
C-1271,0.205,BOSS
C-0279,0.908,TUBE
C-0353,0.326,PIPE
C-0557,1.178,PLATE
C-0663,3.771,TUBE
C-0695,2.977,BLOCK
C-0933,1.207,PLATE
C-0967,1.138,BRACKET
C-0992,1.05,BLOCK
C-1011,1.607,TUBE
C-1015,0.666,TUBE
C-1070,0.97,TUBE
C-0934,0.701,PLATE
C-0355,1.2,PLATE
C-0968,6.596,TUBE
C-1049,1.182,BRACKET
C-0001,0.013,SLEEVE
C-0002,0.005,SLEEVE
C-0003,0.014,SLEEVE-FLARED
C-0048,0.006,SLEEVE-BRAZE
C-0049,0.012,SLEEVE-ORFS
C-0050,0.015,SLEEVE-ORFS
C-0051,0.033,SLEEVE-ORFS
C-0052,0.041,SLEEVE-ORFS
C-0053,0.079,SLEEVE-ORFS
C-0058,0.006,SLEEVE-90DEG
C-0059,0.015,SLEEVE-90DEG
C-0060,0.042,SLEEVE-90DEG
C-0096,0.006,SLEEVE
C-0101,0.01,SLEEVE
C-0186,0.024,SLEEVE-ORFS
C-0226,0.06,SLEEVE-FLARED
C-0228,0.06,SLEEVE
C-0309,0.001,SLEEVE-FLARED
C-0391,0.009,SLEEVE-90 DEG
C-0445,0.02,SLEEVE-ORFS
C-0449,0.006,SLEEVE-FLARED
C-0830,0.027,SLEEVE-FITTING
C-1035,0.017,SLEEVE-REDUCER
C-1074,0.006,CONNECTOR-BRAZED
C-1244,0.005,SLEEVE
C-1332,0.012,SLEEVE-ORFS
C-1420,0.009,SLEEVE-FITTING
C-1443,0.09,SLEEVE-FLARED
C-1627,0.005,SLEEVE-ORFS
C-1628,0.006,SLEEVE-ORFS
C-1629,0.012,SLEEVE-ORFS
C-1630,0.018,SLEEVE-ORFS
C-1631,0.026,SLEEVE-ORFS
C-1632,0.033,SLEEVE-ORFS
C-1633,0.04,SLEEVE-ORFS
C-1635,0.025,SLEEVE-FACE SEAL
C-1652,0.045,SLEEVE-REDUCER
C-1653,0.03,SLEEVE-REDUCER
C-1654,0.029,SLEEVE-REDUCER
C-1655,0.025,SLEEVE-REDUCER
C-1656,0.023,SLEEVE-REDUCER
C-1657,0.02,SLEEVE-REDUCER
C-1658,0.021,SLEEVE-REDUCER
C-1659,0.019,SLEEVE-REDUCER
C-1660,0.012,SLEEEVE-REDUCER
C-1661,0.005,SLEEVE-REDUCER
C-1703,0.059,SLEEVE-ORFS
C-1846,0.002,SLEEVE-FLARED
C-1866,0.035,SLEEVE-ORFS
C-2035,0.001,SLEEVE-ORIFICE
C-0012,0.788,FLANGE
C-0014,0.339,FLANGE
C-0015,0.788,FLANGE
C-0019,1.533,FLANGE-ONE PIECE
C-0029,0.286,FLANGE
C-0036,1.85,FLANGE-BRAZE
C-0038,0.169,FLANGE
C-0046,0.38,FLANGE-ONE PIEC
C-0062,1.85,FLANGE-BRAZE
C-0079,3.09,FLANGE-ONE PIECE
C-0080,0.434,FLANGE
C-0081,0.02,FLANGE
C-0086,0.65,FLANGE
C-0093,0.332,FLANGE
C-0110,1.097,FLANGE-ONE PIECE
C-0115,0.43,FLANGE
C-0122,0.08,HEAD-FLANGED
C-0131,0.825,FLANGE
C-0132,0.25,HEAD-FLANGED
C-0137,0.5,FLANGE
C-0138,0.56,FLANGE
C-0141,0.336,PLATE
C-0142,0.19,FLANGE
C-0146,0.127,FLANGE
C-0147,1.3,FLANGE
C-0150,0.105,FLANGE
C-0154,0.972,FLANGE-ONE PIEC
C-0156,1.251,FLANGE
C-0157,0.801,FLANGE-ONE PIEC
C-0158,0.097,FLANGE
C-0162,2.725,FLANGE
C-0166,0.11,FLANGE
C-0170,0.09,FLANGE
C-0172,0.191,FLANGE
C-0174,2.07,FLANGE-ONE PIECE
C-0190,1.035,FLANGE
C-0191,0.407,FLANGE
C-0193,0.625,FLANGE
C-0202,0.278,FLANGE
C-0205,0.807,FLANGE
C-0219,1.171,FLANGE-SPECIAL
C-0220,0.97,FLANGE
C-0221,0.795,FLANGE
C-0229,0.18,FLANGE
C-0231,0.23,FLANGE
C-0237,0.172,HEAD FLANGED
C-0244,2.127,FLANGE
C-0246,0.08,FLANGE
C-0247,2.25,FLANGE-ONE PIEC
C-0250,2.46,FLANGE-ONE PIEC
C-0268,2.91,FLANGE-ONE PIEC
C-0275,3.268,FLANGE-ONE PIECE
C-0292,0.115,FLANGE
C-0295,0.53,FLANGE
C-0306,1.062,FLANGE
C-0325,1.44,FLANGE
C-0332,0.008,HEAD-FLANGED
C-0333,0.136,HEAD-FLANGED
C-0334,0.104,HEAD-FLANGED
C-0335,0.09,HEAD-FLANGED
C-0342,1.589,FLANGE
C-0343,0.813,FLANGE-ONE PIECE
C-0344,1.297,FLANGE
C-0359,1.044,FLANGE-ONE PIECE
C-0360,1.325,FLANGE
C-0362,0.32,FLANGE
C-0370,0.596,HEAD-FLANGED
C-0380,0.928,FLANGE
C-0385,0.732,FLANGE
C-0392,0.14,HEAD-FLANGE
C-0398,0.078,FLANGE
C-0400,1.547,FLANGE-ONE PIECE
C-0403,2.59,BOSS
C-0406,2.199,FLANGE-ONE PIEC
C-0423,0.16,FLANGE
C-0434,0.191,FLANGE
C-0450,0.496,FLANGE-ONE PIEC
C-0451,0.693,FLANGE-ONE PIEC
C-0452,0.94,FLANGE-ONE PIEC
C-0453,1.094,FLANGE-ONE PIEC
C-0456,0.175,HEAD-FLANGED
C-0457,0.14,HEAD-FLANGED
C-0458,0.158,HEAD-FLANGE
C-0459,0.175,HEAD-FLANGED
C-0460,0.21,HEAD-FLANGED
C-0461,0.403,HEAD-FLANGED
C-0462,0.28,HEAD-FLANGED
C-0463,0.613,HEAD-FLANGED
C-0465,1.347,FLANGE-ONE PIEC
C-0466,0.482,FLANGE-ONE PIEC
C-0468,0.09,FLANGE
C-0471,0,FLANGE
C-0479,0.06,FLANGE
C-0480,0,FLANGE-O SUPPLY
C-0485,0.32,HEAD-FLANGED
C-0492,0.154,HEAD-O-RING
C-0498,0.172,HEAD
C-0500,0.207,FLANGE
C-0509,0.345,FLANGE
C-0510,0.3,FLANGE
C-0532,0.229,FLANGE
C-0538,0.91,FLANGE
C-0543,0.224,FLANGE
C-0546,1.201,FLANGE
C-0551,0.442,FLANGE-BRAZE
C-0554,2.377,FLANGE
C-0568,1.469,FLANGE-ONE PIECE
C-0573,0.192,HEAD-FLAT FACE
C-0591,0.161,HEAD-FLANGED
C-0599,0.447,FLANGE-ONE PIEC
C-0601,0.424,FLANGE
C-0602,0.752,FLANGE-ONE PIEC
C-0606,0.129,PLATE
C-0612,4.076,BLOCK
C-0618,0.955,FLANGE
C-0619,1.455,FLANGE
C-0621,0.56,HEAD-FLANGE
C-0622,0.435,HEAD-FLANGED
C-0628,0.5,HEAD O-RING
C-0632,1.368,FLANGE
C-0652,0.955,FLANGE-WELD
C-0653,0.061,HEAD-O-RING
C-0679,0.474,FLANGE-4 BOLT
C-0698,0.229,FLANGE-ONE PIEC
C-0703,0.15,HEAD-FLANGED
C-0709,0.085,HEAD-O-RING SEAL
C-0722,0.72,PLATE
C-0732,0.256,FLANGE
C-0734,1.26,FLANGE
C-0737,3,FLANGE
C-0739,0.258,FLANGE
C-0741,0.14,HEAD-FLANGED
C-0747,0.224,HEAD-FLANGE
C-0748,0.187,HEAD-FLANGE
C-0750,0.191,FLANGE
C-0761,1.372,FLANGE
C-0778,0.265,FLANGE
C-0782,0.788,FLANGE
C-0787,0.07,FLANGE
C-0792,2.52,FLANGE
C-0799,1.343,FLANGE
C-0808,1.545,FLANGE-ONE PIEC
C-0819,0.272,FLANGE
C-0829,0.32,HEAD-FLANGED
C-0836,0,FLANGE
C-0840,2.447,FLANGE
C-0846,0.4,FLANGE
C-0850,0.7,FLANGE
C-0875,0.765,FLANGE
C-0880,4.378,FLANGE
C-0881,3.713,FLANGE
C-0894,0.156,FLANGE
C-0917,0.286,FLANGE-HEAD
C-0927,0.765,FLANGE-WELD
C-0940,0.851,FLANGE
C-0941,0.81,FLANGE
C-0942,0.665,FLANGE
C-0944,0.493,FLANGE
C-0946,1.022,FLANGE
C-0959,0.748,FLANGE
C-0960,0.691,FLANGE
C-0961,0.412,FLANGE
C-0966,1.535,FLANGE
C-0970,0.001,FLANGE-4 BOLT
C-0973,0.095,FLANGE-HEAD
C-0976,0.963,FLANGE-SPECIAL
C-0977,0.288,FLANGE
C-0978,1.98,FLANGE-ONE PIECE
C-0994,0.877,FLANGE-ONE-PIEC
C-1005,1.184,FLANGE-ONE PIEC
C-1014,1.352,FLANGE-ONE PIEC
C-1066,9.693,FLANGE
C-1071,0.165,FLANGE
C-1113,0.249,HEAD-FLANGED
C-1115,1.97,FLANGE
C-1145,0.07,HEAD-FLANGED
C-1203,1.835,FLANGE
C-1207,0.172,HEAD-FLANGED
C-1210,0.976,FLANGE-ONE PIEC
C-1212,1.815,FLANGE-ONE PIEC
C-1224,0.081,FLANGE-ONE PIEC
C-1234,0.533,FLANGE
C-1235,0.562,FLANGE-ONE PIEC
C-1236,0.771,FLANGE-ONE PIECE
C-1242,0.233,HEAD-FLANGED
C-1245,0.223,FLANGE-WELD
C-1314,0.405,FLANGE
C-1315,0,FLANGE
C-1326,0.419,FLANGE
C-1328,0.383,FLANGE-WELD
C-1329,0.346,FLANGE
C-1342,0.098,HEAD-FLANGED
C-1343,0.059,HEAD-FLANGED
C-1344,0.136,HEAD-FLANGED
C-1346,0.131,HEAD-FLANGED
C-1347,0.59,HEAD-FLANGED
C-1351,0.174,FLANGE
C-1352,2.56,FLANGE
C-1354,0.2,FLANGE
C-1357,0.62,FLANGE
C-1365,0.104,ADAPTER-DRAIN
C-1368,0.093,FLANGE
C-1370,0.598,FLANGE
C-1373,0.118,FLANGE
C-1376,0.164,FLANGE
C-1390,0.494,FLANGE
C-1392,0.077,FLANGE-ONE PIEC
C-1394,0.209,HEAD-SEAL
C-1407,0,FLANGE-ONE PIECE
C-1408,0.24,FLANGE-ONE PIEC
C-1412,1.327,FLANGE
C-1413,1.45,FLANGE
C-1415,0.127,FLANGE
C-1418,0.11,FLANGE-ONE PIEC
C-1427,0.586,PLATE-CONNECTOR
C-1430,0.34,FLANGE
C-1433,0.614,FLANGE-ONE PIECE
C-1434,0.35,FLANGE
C-1440,1.171,FLANGE-ONE PIEC
C-1444,2.021,FLANGE-ONE PIEC
C-1446,1.273,FLANGE-ONE PIEC
C-1447,0.429,FLANGE-ONE PIEC
C-1448,0.465,FLANGE-ONE PIEC
C-1449,0.42,HEAD-FLANGE
C-1450,1.213,FLANGE-ONE PIEC
C-1451,0.35,HEAD-FLANGE
C-1454,1.414,FLANGE-ONE PIEC
C-1455,2.072,FLANGE-ONE PIECE
C-1456,2.465,FLANGE-ONE PIEC
C-1457,1.449,FLANGE-ONE PIEC
C-1458,1.993,FLANGE-ONE PIEC
C-1459,1.354,FLANGE-ONE PIEC
C-1460,1.23,FLANGE-ONE PIECE
C-1461,0.851,FLANGE-ONE PIEC
C-1462,2.067,FLANGE-ONE PIEC
C-1463,1.725,FLANGE-ONE PIECE
C-1464,1.373,FLANGE-ONE PIEC
C-1465,1.811,FLANGE-ONE PIECE
C-1467,0.765,FLANGE-ONE PIEC
C-1471,0.784,FLANGE-ONE PIEC
C-1482,0.14,HEAD-FLANGED
C-1484,0.907,FLANGE-ONE PIEC
C-1487,1.529,FLANGE-ONE PIEC
C-1492,0.091,FLANGE
C-1493,0.09,HEAD-FLANGED
C-1494,0.119,HEAD-FLANGED
C-1495,0.106,HEAD-FLANGED
C-1501,1.2,FLANGE
C-1513,0,FLANGE
C-1518,0.2,FLANGE
C-1520,0.6,FLANGE
C-1534,0.654,FLANGE
C-1543,0.227,FLANGE
C-1544,0.133,HEAD-FLANGED
C-1545,0.244,HEAD-FLANGED
C-1549,0.12,FLANGE
C-1551,0.136,COLLAR
C-1552,0.354,FLANGE
C-1553,0.176,HEAD-FLANGED
C-1555,0.09,FLANGE
C-1568,1,FLANGE
C-1590,1.966,FLANGE-ONE PIECE
C-1591,0.514,FLANGE-ONE PIEC
C-1592,0.735,FLANGE-ONE PIEC
C-1594,0.469,FLANGE-ONE PIEC
C-1614,2.35,FLANGE
C-1615,2.183,FLANGE
C-1616,0.799,FLANGE-ONE PIEC
C-1617,1.845,FLANGE-ONE PIECE
C-1665,0.685,FLANGE
C-1670,0.079,FLANGE
C-1673,0.187,FLANGE-SPL
C-1678,0.07,FLANGE
C-1680,0.28,FLANGE
C-1682,1.095,FLANGE
C-1683,0.424,FLANGE
C-1684,0,FLANGE
C-1685,1.167,FLANGE
C-1687,1.579,FLANGE
C-1705,1.31,FLANGE
C-1706,1.413,FLANGE-ONE PIECE
C-1711,0.045,HEAD-FLANGED
C-1712,0.331,HEAD-FLANGED
C-1713,0.26,RING
C-1717,0.243,HEAD-FLANGED
C-1719,0.165,FLANGE
C-1720,0.135,HEAD-FLANGED
C-1721,0.34,HEAD-FLANGED
C-1734,0.327,FLANGE
C-1736,0.045,FLANGE
C-1739,0.107,FLANGE
C-1740,0.084,FLANGE
C-1746,1.585,FLANGE-ONE PIEC
C-1747,1.424,FLANGE-ONE PIECE
C-1749,0.07,FLANGE
C-1750,0.067,FLANGE
C-1762,2.237,FLANGE-ONE PIECE
C-1763,1.013,FLANGE-ONE PIECE
C-1768,0.783,FLANGE-WELD
C-1770,0.719,FLANGE
C-1771,0.623,FLANGE
C-1772,1.239,FLANGE-WELD
C-1773,1.313,FLANGE
C-1775,0.355,FLANGE-ONE PIEC
C-1784,1.562,FLANGE-ONE PIEC
C-1785,0.243,FLANGE
C-1792,0.371,FLANGE
C-1795,0.65,FLANGE-ONE PIEC
C-1796,1.453,FLANGE-ONE PIECE
C-1798,0.18,FLANGE-ONE PIEC
C-1801,0.597,FLANGE-ONE PIEC
C-1804,0.977,FLANGE-ONE PIEC
C-1805,0.87,FLANGE-ONE PIEC
C-1806,0.661,FLANGE-ONE PIEC
C-1807,0.428,FLANGE-ONE PIEC
C-1811,0.95,FLANGE
C-1834,0.575,FLANGE
C-1843,0.367,FLANGE
C-1849,0.168,FLANGE
C-1854,0.305,FLANGE
C-1855,0.1,FLANGE
C-1880,0.799,FLANGE-ONE PIEC
C-1881,0.974,FLANGE-ONE PC
C-1882,1.435,FLANGE-ONE PC
C-1883,1.316,FLANGE-ONE PC
C-1884,0.716,FLANGE-ONE PC
C-1886,1.073,FLANGE-ONE PIEC
C-1887,1.026,FLANGE-ONE PIEC
C-1890,1.487,FLANGE-ONE PC
C-1893,1.009,FLANGE-ONE PIEC
C-1894,0.166,HEAD-FLANGED
C-1895,0.632,FLANGE-ONE PIEC
C-1897,0.212,FLANGE-ONE PIEC
C-1900,0.469,HEAD-FLANGED
C-1901,0.791,FLANGE-ONE PIECE
C-1904,1.674,FLANGE-ONE PIEC
C-1943,0.288,FLANGE
C-1946,0.527,FLANGE
C-1947,1.271,FLANGE
C-1953,0.1,FLANGE
C-1956,0.066,FLANGE
C-1958,0.52,FLANGE-ONE PIEC
C-1983,1.2,FLANGE
C-1986,0.741,FLANGE
C-1996,0.275,FLANGE-TWO BOLT
C-1997,1.094,FLANGE-ONE PIEC
C-1999,0.079,HEAD-FLANGED
C-2000,2.135,FLANGE-ONE PIECE
C-2009,0.709,FLANGE-ONE PIECE
C-2015,1.734,FLANGE-ONE PIEC
C-2016,1.876,FLANGE-ONE PIECE
C-2017,0.84,FLANGE-ONE PIEC
C-2018,1.327,FLANGE-ONE PIECE
C-2019,1.44,FLANGE-HYDRAULIC
C-2020,1.574,FLANGE-ONE PIEC
C-2021,1.678,FLANGE-ONE PIECE
C-2022,2.748,FLANGE-ONE PIECE
C-2023,1.621,FLANGE-ONE PIEC
C-2034,0.188,HEAD-FLANGED
C-2043,0.2,FLANGE
C-2044,0.74,ADAPTER-INLET
C-0271,1.526,TEE-HYDRAULIC
C-1809,2.184,TEE-HYDRAULIC
C-1830,1.135,TEE-HYDRAULIC
C-1865,1.953,TEE-HYDRAULIC
C-0007,0.028,CONNECTOR-FLARE
C-0030,0.914,ELBOW
C-0041,0.12,CONNECTOR-ORFS
C-0043,0.09,CONNECTOR-ORFS
C-0044,0.182,CONNECTOR-ORFS
C-0069,0.216,ELBOW
C-0070,0.178,ELBOW-WELD
C-0072,0.29,ELBOW WELD
C-0073,0.537,ELBOW WELD
C-0074,0.134,CONNECTOR-STOR
C-0077,0.066,CONNECTOR-ORFS
C-0078,0.07,COUPLING AS
C-0119,0.205,FITTING
C-0133,0.142,CONNECTOR
C-0159,0.667,CONNECTOR
C-0173,0.14,CONNECTOR
C-0178,0.511,ADAPTER
C-0179,0.104,UNION-BRAZE
C-0180,0.144,UNION-BRAZE
C-0181,0.218,UNION-BRAZE
C-0182,0.269,UNION-BRAZE
C-0189,0.07,ELBOW
C-0210,0.211,ELBOW
C-0211,0.243,ELBOW
C-0212,0.633,ELBOW
C-0216,0.034,CONNECTOR
C-0217,0.054,CONNECTOR
C-0218,0.082,CONNECTOR
C-0223,0.56,TEE-ORFS TO BRA
C-0240,0.195,UNION-BRAZE
C-0253,0.2,CONNECTOR-ORFS
C-0263,0.525,ELBOW-90 DEG
C-0264,0.525,ELBOW-90 DEG
C-0272,0.104,UNION-BRAZE
C-0318,0.038,CONNECTOR
C-0338,0.29,ELBOW-WELD
C-0339,0.32,TEE-ORFS TO WEL
C-0363,0.175,CONNECTOR
C-0369,0.253,TEE
C-0371,0.842,FITTING
C-0386,0.543,HEAD-O-RING SEAL
C-0388,0.078,CONNECTOR-BHD
C-0389,0.15,CONNECTOR-BHD
C-0399,0.169,TEE
C-0409,0.15,CONNECTOR-SWIVEL
C-0410,0.11,CONNECTOR-SWIVEL
C-0413,0.04,CONNECTOR
C-0414,0.04,CONNECTOR
C-0415,0.05,CONNECTOR
C-0417,0.231,COUPLING AS
C-0418,0.078,CONNECTOR
C-0419,0.231,COUPLING AS
C-0420,0.078,CONNECTOR
C-0421,0.288,ELBOW-O-RING
C-0487,0.669,TEE-BRAZE
C-0488,0.702,TEE-BRAZE
C-0503,0.525,CONNECTOR
C-0518,0.04,CONNECTOR
C-0521,0.663,ELBOW
C-0545,0.057,COUPLING AS
C-0550,0.404,CONNECTOR-SEAL
C-0584,0.712,ELBOW-WELD
C-0596,0.055,CONNECTOR
C-0600,0.529,TEE-BULKHEAD
C-0605,0.358,TEE-ORFS
C-0607,0.5,TEE
C-0638,0.401,CONNECTOR
C-0651,0.968,FITTING
C-0683,0.134,CONNECTOR-ORFS
C-0702,0.497,CONNECTOR-BULKH
C-0740,0.123,CONNECTOR
C-0768,0.539,TEE
C-0769,0.138,ELBOW-90°
C-0775,0.111,CONNECTOR
C-0805,1.125,TEE-BULKHEAD
C-0806,1.007,TEE
C-0807,0.646,TEE
C-0826,0.182,ELBOW-FLARED
C-0832,0.681,CONNECTOR-FLARED
C-0833,0.136,CONNECTOR-FLARE
C-0882,1.05,ELBOW-SWIVEL
C-0895,0.397,ELBOW-45° ORFS
C-0900,0.456,CONNECTOR-BRAZE
C-0911,0.201,CONNECTOR
C-0912,0.458,ELBOW-90 DEG
C-0938,0.351,ADAPTER
C-0945,0.225,ADAPTER
C-0947,0.204,ADAPTER
C-0948,0.284,ADAPTER
C-0949,0.176,ADAPTER
C-0971,0.545,TEE-ORFS
C-0974,1.17,ELBOW-90
C-1067,0.005,CONNECTOR
C-1072,0.097,ELBOW-90 DEG
C-1078,0.016,ADAPTER-STR
C-1209,0.096,ELBOW-90 DEG
C-1218,0.15,CONNECTOR
C-1219,0.14,ELBOW
C-1221,0.16,ELBOW-90 DEGREE
C-1238,0.083,ELBOW-FLARED
C-1338,0.146,CONNECTOR-WELD
C-1393,0.37,FITTING
C-1423,0.17,CONNECTOR
C-1441,0.106,ADAPTER-O-RING
C-1445,0.363,ELBOW-FLARED
C-1468,0.128,FITTING-A/C
C-1469,0.047,NUT-A/C
C-1470,0.099,NUT-A/C
C-1475,0.031,NUT-A/C
C-1479,0.061,CONNECTOR
C-1486,0,NUT-A/C
C-1547,0.091,CONNECTOR
C-1578,0.091,CONNECTOR
C-1593,0.136,ELBOW
C-1637,0.03,CONNECTOR-SEAL
C-1638,0.04,CONNECTOR-SEAL
C-1639,0.05,CONNECTOR-SEAL
C-1640,0.104,CONNECTOR-SEAL
C-1641,0.149,CONNECTOR-SEAL
C-1642,0.225,CONNECTOR-SEAL
C-1643,0.06,CONNECTOR-ORFS
C-1644,0.16,CONNECTOR-SEAL
C-1645,0.02,CONNECTOR-SEAL
C-1646,0.04,CONNECTOR-SEAL
C-1647,0.05,CONNECTOR-SEAL
C-1648,0.097,CONNECTOR-SEAL
C-1649,0.22,CONNECTOR-SEAL
C-1650,0.05,CONNECTOR-SEAL
C-1700,0.42,ELBOW-SWIVEL
C-1701,0.219,COUPLING AS
C-1702,0.389,ELBOW-SWIVEL
C-1704,0.212,COUPLING AS
C-1710,0.109,CONNECTOR-SPL
C-1714,0.136,CONNECTOR-FLARE
C-1715,0.059,CONNECTOR-FLARE
C-1716,0.091,CONNECTOR-SPL
C-1718,0.136,CONNECTOR
C-1722,0.045,FITTING
C-1723,0.183,FITTING
C-1724,0.045,CONNECTOR-SPL
C-1727,0.141,ELBOW-37 (DEG)
C-1728,0.318,CONNECTOR
C-1743,0.045,FITTING
C-1758,0.168,CONNECTOR
C-1761,0.078,CONNECTOR-BHD
C-1767,0.28,CONNECTOR-WELD
C-1776,0.327,COUPLING AS
C-1777,0.2,CONNECTOR
C-1778,0.37,CONNECTOR
C-1779,0.38,COUPLING AS
C-1781,0.17,CONNECTOR-WELD
C-1789,0.047,CONNECTOR
C-1790,0.511,ELBOW
C-1802,0.125,CONNECTOR
C-1808,0.348,ELBOW-90 DEGREE
C-1836,0.113,TEE-FLARED
C-1837,0.105,TEE-FLARED
C-1840,0.181,ELBOW-FLARED
C-1841,0.136,CONNECTOR
C-1864,0.091,CONNECTOR-FLARE
C-1869,0.123,CONNECTOR-SPL
C-1870,0.06,CONNECTOR-ORFS
C-1873,0.03,ADAPTER-O RING
C-1877,0.525,ELBOW-90 (DEG)
C-1879,0.04,CONNECTOR-O-RIN
C-1885,0.045,CONNECTOR-ORFS
C-1888,0.326,ELBOW-90 DEGREE
C-1889,0.075,CONNECTOR-WELD
C-1892,0.326,ELBOW-90 (DEG)
C-1902,0.185,CONNECTOR-ORFS
C-1903,0.235,CONNECTOR
C-1906,0.35,ELBOW-90 DEGREE
C-1907,0.39,CONNECTOR
C-1908,0.243,CONNECTOR-ORFS
C-1909,0.24,CONNECTOR
C-1910,0.297,CONNECTOR-ORFS
C-1911,0.274,ELBOW-90 (DEG)
C-1912,0.135,TEE
C-1913,0.405,CONNECTOR
C-1936,0.158,BLOCK
C-1976,0.168,CONNECTOR-FLARE
C-1994,0.125,ELBOW-90 DEGREES
C-1995,0.478,ELBOW-90 DEGREE
C-1998,0.09,ELBOW-90 DEG
C-2001,0.855,ELBOW-90 DEG
C-2002,0.35,ELBOW-90 DEG
C-2003,0.525,ELBOW-90 DEG
C-2004,0.125,ELBOW-90 DEG
C-2005,0.326,ELBOW-90 DEG
C-2006,0.35,ELBOW-90 DEG
C-2007,0.274,ELBOW-90 DEG
C-2008,0.125,ELBOW-90 DEG
C-2032,0.495,ELBOW-90 DEG
C-2033,0.475,ELBOW-90 DEG
9999,0,OTHERS
